ROLE,PROJECT_CATEGORY,ACTIVITY,MON,TUE,WED,THUR,FRI,SAT,SUN,PROJECT_START_DATE_DAY,PROJECT_START_DATE_MONTH,PROJECT_START_DATE_YEAR,PROJECT_END_DATE_DAY,PROJECT_END_DATE_MONTH,PROJECT_END_DATE_YEAR,ATTENDANCE_REGULARIZATION,EMAIL_DOMAIN
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2024,04,20,2024,06,01,0,107
2,0,1,2,8,5,8,3,6,10,2023,07,25,2023,09,05,0,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,1,9,9,9,3,7,9,6,2023,12,16,2024,01,06,1,107
2,0,1,9,9,9,3,7,9,6,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,12,16,2024,01,06,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,2,7,11,8,9,8,7,1,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,12,16,2024,01,06,1,107
2,0,1,8,11,4,5,8,10,12,2023,10,05,2023,10,26,1,107
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,09,16,2023,10,14,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,2,9,9,7,12,12,7,12,2023,05,19,2023,06,09,1,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,05,19,2023,06,09,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,0,9,7,5,6,2,7,5,2023,09,16,2023,10,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,09,05,2023,10,10,0,94
2,0,2,1,2,12,2,10,3,2,2023,08,10,2023,09,14,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,1,3,4,10,10,7,6,2023,12,18,2024,01,15,0,94
2,0,2,1,3,4,10,10,7,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,12,18,2024,01,15,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,2,11,7,10,1,6,1,6,2023,11,18,2023,12,30,0,94
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,22,2023,05,13,0,16
2,0,1,8,2,8,3,10,7,9,2023,06,29,2023,07,27,0,16
2,1,1,8,2,8,3,10,7,9,2024,02,12,2024,02,26,0,16
2,0,1,8,2,8,3,10,7,9,2023,04,15,2023,05,06,0,16
